School_ID,Network,Short_Name,the_geom,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
400147,Options,CAMELOT - CHICAGO EXCEL HS,POINT (-87.6537265378718 41.691969313672274),1257 W 111TH ST,60643,Contract,HS,"9, 10, 11, 12",41.6919693145,-87.6537265379,1(773)629-8379,13,MORGAN PARK,34,Carrie M. Austin
400148,Options,INSTITUTO - LOZANO HS,POINT (-87.68406493865558 41.84544601504087),2570 S BLUE ISLAND AVE,60608,Charter,HS,"9, 10, 11, 12",41.8454460159,-87.6840649386,1(773)696-3610,7,LOWER WEST SIDE,25,Daniel S. Solis
400149,Charter,ACERO - SOTO HS,POINT (-87.71102498480566 41.801762245391835),5025 S SAINT LOUIS AVE,60632,Charter,HS,"8, 9, 10, 11",41.8017622462,-87.7110249848,1(312)455-5446,8,GAGE PARK,14,Edward M. Burke
400150,Options,YCCS - CHATHAM,POINT (-87.60697990879785 41.73013138418161),9035 S LANGLEY AVE,60619,Charter,HS,"10, 11, 12",41.730131385,-87.6069799088,1(773)651-1500,12,CHATHAM,8,Michelle A. Harris
400151,Charter,LEARN - 7,POINT (-87.7014173913643 41.88731749028673),3021 W CARROLL AVE,60612,Charter,ES,"K, 1, 2, 3, 4, 5",41.8873174911,-87.7014173914,1(773)584-4350,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
400153,Charter,ACERO - BRIGHTON PARK,POINT (-87.69323838455642 41.81310944439286),4420 S FAIRFIELD AVE,60632,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8131094452,-87.6932383845,1(312)455-5434,8,BRIGHTON PARK,15,Raymond Lopez
400156,Charter,NOBLE - BUTLER HS,POINT (-87.60257331721643 41.706666858314506),821 E 103RD ST,60628,Charter,HS,"9, 10, 11",41.7066668591,-87.6025733172,1(312)835-1863,13,PULLMAN,9,Anthony A. Beale
400157,Charter,NOBLE - BAKER HS,POINT (-87.55620144124543 41.73462237120126),2710 E 89TH ST,60617,Charter,HS,"9, 10, 11, 12",41.734622372,-87.5562014412,1(773)535-6340,12,SOUTH CHICAGO,7,Gregory Mitchell
400159,Charter,CHRISTOPHER HOUSE,POINT (-87.75752152784457 41.9221811558643),5235 W BELDEN AVE,60639,Charter,ES,"K, 1, 2, 3, 4, 5",41.9221811567,-87.7575215278,1(773)472-1083,3,BELMONT CRAGIN,36,Nicholas Sposato
400161,Charter,CHICAGO COLLEGIATE,POINT (-87.61796787063743 41.679318442476),11816 S INDIANA AVE,60628,Charter,HS,"4, 5, 6, 7, 8, 9",41.6793184433,-87.6179678706,1(773)536-9098,13,WEST PULLMAN,9,Anthony A. Beale
400162,Charter,INTRINSIC HS,POINT (-87.74112862663965 41.938988427629674),4540 W BELMONT AVE,60641,Charter,HS,"7, 8, 9, 10, 11, 12",41.9389884285,-87.7411286266,1(708)887-2735,1,IRVING PARK,30,Ariel E. Reboyras
400163,Charter,KIPP CHICAGO - BLOOM,POINT (-87.63996733091673 41.79355626721791),5515 S LOWE AVE,60621,Charter,ES,"5, 6, 7, 8",41.793556268,-87.6399673309,1(773)938-8565,11,ENGLEWOOD,20,Willie B. Cochran
400165,Charter,LEARN - MIDDLE,POINT (-87.70272393872818 41.887319908674456),3021 W CARROLL AVE,60612,Charter,ES,"6, 7, 8",41.8873199095,-87.7027239387,1(773)584-4300,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
400167,Charter,HORIZON - SOUTHWEST,POINT (-87.68396339328174 41.79520095247124),5401 S. WESTERN,60609,Charter,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",41.7952009533,-87.6839633933,1(773)498-3355,8,GAGE PARK,15,Raymond Lopez
400169,Charter,NOBLE - ITW SPEER HS,POINT (-87.7596751723386 41.917266408665725),5321 W GRAND AVE,60639,Charter,HS,"9, 10, 11, 12",41.9172664095,-87.7596751723,1(773)278-6895,3,BELMONT CRAGIN,37,Emma M. Mitts
400170,Charter,NOBLE - ACADEMY HS,POINT (-87.64557693593237 41.90687879459018),1443 N OGDEN AVE,60610,Charter,HS,"9, 10, 11, 12",41.9068787954,-87.6455769359,1(773)862-1449,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
400171,Charter,FOUNDATIONS,POINT (-87.6535352484652 41.694670738683605),1233 W. 109TH PL,60643,Charter,HS,"6, 7, 8, 9, 10",41.6946707395,-87.6535352485,1(773)298-5800,13,MORGAN PARK,34,Carrie M. Austin
400173,Options,PATHWAYS - BRIGHTON PARK HS,POINT (-87.70264475134516 41.80822578510756),3124 W. 47TH STREET,60632,ALOP,HS,"9, 10, 11, 12",41.8082257859,-87.7026447513,1(773)588-5007,8,BRIGHTON PARK,14,Edward M. Burke
400175,Options,CAMELOT - EXCEL SOUTH SHORE HS,POINT (-87.55648708348222 41.75974863927389),7530 S SOUTH SHORE DR,60649,Contract,HS,"9, 10, 11, 12",41.7597486401,-87.5564870835,1(773)902-7800,12,SOUTH SHORE,7,Gregory Mitchell
400176,Options,CAMELOT - EXCEL SOUTHWEST HS,POINT (-87.69073009115593 41.76592891992978),7014 S WASHTENAW AVE,60629,Contract,HS,"8, 9, 10, 11, 12",41.7659289207,-87.6907300911,1(773)424-0721,10,AUBURN GRESHAM,17,Latasha R. Thomas
609674,Network 12,CHICAGO VOCATIONAL HS,POINT (-87.57326751568073 41.73717393358173),2100 E 87TH ST,60617,District,HS,"9, 10, 11, 12",41.7371739344,-87.5732675157,1(773)535-6100,12,AVALON PARK,8,Michelle A. Harris
609676,Network 9,DUNBAR HS,POINT (-87.61763743460318 41.84022557168194),3000 S KING DR,60616,District,HS,"9, 10, 11, 12",41.8402255725,-87.6176374346,1(773)534-9000,9,DOUGLAS,4,"William ""Will"" D. Burns"
609678,ISP,JONES HS,POINT (-87.62767532291659 41.87306592282553),700 S STATE ST,60605,District,HS,"9, 10, 11, 12",41.8730659236,-87.6276753229,1(773)534-8600,6,LOOP,4,"William ""Will"" D. Burns"
609679,Network 3,PROSSER HS,POINT (-87.76104831561555 41.92005939899792),2148 N LONG AVE,60639,District,HS,"9, 10, 11, 12",41.9200593998,-87.7610483156,1(773)534-3200,3,BELMONT CRAGIN,36,Nicholas Sposato
609680,ISP,PAYTON HS,POINT (-87.6353847656341 41.90157516912679),1034 N WELLS ST,60610,District,HS,"9, 10, 11, 12",41.9015751699,-87.6353847656,1(773)534-0034,6,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
609682,Network 8,RICHARDS HS,POINT (-87.66227784587741 41.80288137497483),5009 S LAFLIN ST,60609,District,HS,"9, 10, 11, 12",41.8028813758,-87.6622778459,1(773)535-4945,8,NEW CITY,20,Willie B. Cochran
609691,Network 5,NORTH-GRAND HS,POINT (-87.73523755588572 41.91167369206698),4338 W WABANSIA AVE,60639,District,HS,"9, 10, 11, 12",41.9116736929,-87.7352375559,1(773)534-8520,5,HUMBOLDT PARK,36,Nicholas Sposato
609692,ISP,SIMEON HS,POINT (-87.63541036888441 41.74578123023072),8147 S VINCENNES AVE,60620,District,HS,"9, 10, 11, 12",41.745781231,-87.6354103689,1(773)535-3200,11,CHATHAM,21,"Howard B. Brookins, Jr."
609693,Network 5,WESTINGHOUSE HS,POINT (-87.70733230830211 41.88997720311543),3223 W FRANKLIN BLVD,60624,District,HS,"9, 10, 11, 12",41.8899772039,-87.7073323083,1(773)534-6400,5,HUMBOLDT PARK,28,Jason C. Ervin
609694,Network 8,HANCOCK HS,POINT (-87.7244704643747 41.79146390854953),4034 W 56TH ST,60629,District,HS,"9, 10, 11, 12",41.7914639093,-87.7244704644,1(773)535-2410,8,WEST ELSDON,13,Marty Quinn
609695,ISP,AMUNDSEN HS,POINT (-87.67948421494859 41.97506725585589),5110 N DAMEN AVE,60625,District,HS,"9, 10, 11, 12",41.9750672567,-87.6794842149,1(773)534-2320,2,LINCOLN SQUARE,40,Patrick O'Connor
609698,Network 10,BOGAN HS,POINT (-87.72109744629778 41.749375609339616),3939 W 79TH ST,60652,District,HS,"9, 10, 11, 12",41.7493756101,-87.7210974463,1(773)535-2180,10,ASHBURN,18,Lona Lane
609704,Network 7,FARRAGUT HS,POINT (-87.70870563225235 41.84855987384877),2345 S CHRISTIANA AVE,60623,District,HS,"PK, 9, 10, 11, 12",41.8485598747,-87.7087056322,1(773)534-1300,7,SOUTH LAWNDALE,22,Ricardo Munoz
609705,Network 13,FENGER HS,POINT (-87.63757205080117 41.68995072454672),11220 S WALLACE ST,60628,District,HS,"9, 10, 11, 12",41.6899507253,-87.6375720508,1(773)535-5430,13,ROSELAND,34,Carrie M. Austin
609707,Network 11,ROBESON HS,POINT (-87.63715271773849 41.7697137956223),6835 S NORMAL BLVD,60621,District,HS,"9, 10, 11, 12",41.7697137964,-87.6371527177,1(773)535-3800,11,ENGLEWOOD,6,Roderick T. Sawyer
609708,Network 3,FOREMAN HS,POINT (-87.75416654390553 41.939796767286225),3235 N LECLAIRE AVE,60641,District,HS,"9, 10, 11, 12",41.9397967681,-87.7541665439,1(773)534-3400,1,PORTAGE PARK,31,Ray Suarez
609709,Network 8,GAGE PARK HS,POINT (-87.6889539419451 41.79101283821026),5630 S ROCKWELL ST,60629,District,HS,"9, 10, 11, 12",41.791012839,-87.6889539419,1(773)535-9230,8,GAGE PARK,15,Raymond Lopez
609710,Network 12,HARLAN HS,POINT (-87.6206234362719 41.71837234558635),9652 S MICHIGAN AVE,60628,District,HS,"7, 8, 9, 10, 11, 12",41.7183723464,-87.6206234363,1(773)535-5400,12,ROSELAND,9,Anthony A. Beale
609711,Network 11,HARPER HS,POINT (-87.6690892964138 41.77512408303257),6520 S WOOD ST,60636,District,HS,"9, 10, 11, 12",41.7751240838,-87.6690892964,1(773)535-9150,11,WEST ENGLEWOOD,15,Raymond Lopez
609712,Network 12,HIRSCH HS,POINT (-87.60172726636009 41.75374795516494),7740 S INGLESIDE AVE,60619,District,HS,"9, 10, 11, 12",41.753747956,-87.6017272664,1(773)535-3100,12,GREATER GRAND CROSSING,8,Michelle A. Harris
609713,Network 9,HYDE PARK HS,POINT (-87.58661500994783 41.78225692669282),6220 S STONY ISLAND AVE,60637,District,HS,"9, 10, 11, 12",41.7822569275,-87.5866150099,1(773)535-0880,9,WOODLAWN,5,Leslie A. Hairston
609715,Network 8,KELLY HS,POINT (-87.69463865990906 41.81872906307833),4136 S CALIFORNIA AVE,60632,District,HS,"9, 10, 11, 12",41.8187290639,-87.6946386599,1(773)535-4900,8,BRIGHTON PARK,12,George A. Cardenas
609716,Network 4,KELVYN PARK HS,POINT (-87.73599882158966 41.92791840231072),4343 W WRIGHTWOOD AVE,60639,District,HS,"7, 8, 9, 10, 11, 12",41.9279184031,-87.7359988216,1(773)534-4200,4,HERMOSA,31,Ray Suarez
609718,Network 10,KENNEDY HS,POINT (-87.7808397551086 41.7899612521533),6325 W 56TH ST,60638,District,HS,"9, 10, 11, 12",41.789961253,-87.7808397551,1(773)535-2325,10,GARFIELD RIDGE,13,Marty Quinn
609719,Network 2,LAKE VIEW HS,POINT (-87.66895268958682 41.95476406721259),4015 N ASHLAND AVE,60613,District,HS,"9, 10, 11, 12",41.954764068,-87.6689526896,1(773)534-5440,2,LAKE VIEW,47,Ameya Pawar
609720,Network 4,LANE TECH HS,POINT (-87.69101262674111 41.94664457419042),2501 W ADDISON ST,60618,District,HS,"7, 8, 9, 10, 11, 12",41.946644575,-87.6910126267,1(773)534-5400,4,NORTH CENTER,47,Ameya Pawar
609722,Network 5,MANLEY HS,POINT (-87.69989559044011 41.870938955765155),2935 W POLK ST,60612,District,HS,"9, 10, 11, 12",41.8709389566,-87.6998955904,1(773)534-6900,5,EAST GARFIELD PARK,28,Jason C. Ervin
609723,Network 5,MARSHALL HS,POINT (-87.70805006977712 41.878444085129374),3250 W ADAMS ST,60624,District,HS,"9, 10, 11, 12",41.8784440859,-87.7080500698,1(773)534-6455,5,EAST GARFIELD PARK,28,Jason C. Ervin
609724,Network 2,MATHER HS,POINT (-87.7024963956971 41.98758868185385),5835 N LINCOLN AVE,60659,District,HS,"9, 10, 11, 12",41.9875886827,-87.7024963957,1(773)534-2350,2,WEST RIDGE,40,Patrick O'Connor
609725,Network 10,MORGAN PARK HS,POINT (-87.66565754522058 41.6920350088894),1744 W PRYOR AVE,60643,District,HS,"7, 8, 9, 10, 11, 12",41.6920350097,-87.6656575452,1(773)535-2550,10,MORGAN PARK,19,Matthew J. O'Shea
609726,Network 13,BROOKS HS,POINT (-87.61635260657202 41.692762528429355),250 E 111TH ST,60628,District,HS,"7, 8, 9, 10, 11, 12",41.6927625292,-87.6163526066,1(773)535-9930,13,ROSELAND,9,Anthony A. Beale
609727,AUSL,PHILLIPS HS,POINT (-87.61979634572873 41.82387996738068),244 E PERSHING RD,60653,District,HS,"9, 10, 11, 12",41.8238799682,-87.6197963457,1(773)535-1603,9,DOUGLAS,3,Patricia R. Dowell
609728,Network 1,ROOSEVELT HS,POINT (-87.71481861559978 41.96482788378516),3436 W WILSON AVE,60625,District,HS,"7, 8, 9, 10, 11, 12",41.9648278846,-87.7148186156,1(773)534-5000,1,ALBANY PARK,33,Deborah Mell
609729,Network 1,SCHURZ HS,POINT (-87.73561211048235 41.94636454274745),3601 N MILWAUKEE AVE,60641,District,HS,"9, 10, 11, 12",41.9463645436,-87.7356121105,1(773)534-3420,1,IRVING PARK,45,John Arena
609730,Network 2,SENN HS,POINT (-87.66713618982065 41.98902853847887),5900 N GLENWOOD AVE,60660,District,HS,"9, 10, 11, 12",41.9890285393,-87.6671361898,1(773)534-2365,2,EDGEWATER,48,Harry Osterman
609732,Network 3,STEINMETZ HS,POINT (-87.78351523288265 41.93563358725084),3030 N MOBILE AVE,60634,District,HS,"9, 10, 11, 12",41.9356335881,-87.7835152329,1(773)534-3030,3,BELMONT CRAGIN,36,Nicholas Sposato
609733,Network 2,SULLIVAN HS,POINT (-87.66919214534073 42.002687558010145),6631 N BOSWORTH AVE,60626,District,HS,"9, 10, 11, 12",42.0026875589,-87.6691921453,1(773)534-2000,2,ROGERS PARK,49,Joe A. Moore
609734,Network 1,TAFT HS,POINT (-87.79154724941422 41.98296098619859),6530 W BRYN MAWR AVE,60631,District,HS,"7, 8, 9, 10, 11, 12",41.982960987,-87.7915472494,1(773)534-1000,1,NORWOOD PARK,41,Mary O'Connor
609735,Network 8,TILDEN HS,POINT (-87.64296648354815 41.80751007096626),4747 S UNION AVE,60609,District,HS,"9, 10, 11, 12",41.8075100718,-87.6429664835,1(773)535-1625,8,NEW CITY,11,James A. Balcer
609737,Network 1,VON STEUBEN HS,POINT (-87.71338625328654 41.97318504807329),5039 N KIMBALL AVE,60625,District,HS,"9, 10, 11, 12",41.9731850489,-87.7133862533,1(773)534-5100,1,NORTH PARK,39,Margaret Laurino
609738,ISP,LINCOLN PARK HS,POINT (-87.64600935976243 41.91826831075271),2001 N ORCHARD ST,60614,District,HS,"9, 10, 11, 12",41.9182683116,-87.6460093598,1(773)534-8130,4,LINCOLN PARK,43,Michele Smith
609739,Network 13,WASHINGTON HS,POINT (-87.53757030027741 41.688136935625785),3535 E 114TH ST,60617,District,HS,"9, 10, 11, 12",41.6881369364,-87.5375703003,1(773)535-5725,13,EAST SIDE,10,Susie Sadlowski Garza
609740,ISP,WELLS HS,POINT (-87.66748286896365 41.89899470698043),936 N ASHLAND AVE,60622,District,HS,"9, 10, 11, 12",41.8989947078,-87.667482869,1(773)534-7010,6,WEST TOWN,1,Proco (Joe) Moreno III
609741,Network 10,HUBBARD HS,POINT (-87.71801374323086 41.780526386627955),6200 S HAMLIN AVE,60629,District,HS,"9, 10, 11, 12",41.7805263874,-87.7180137432,1(773)535-2200,10,WEST LAWN,23,Michael R. Zalewski
609744,Network 1,NORTHSIDE LEARNING HS,POINT (-87.72238621544285 41.98297252121619),3730 W BRYN MAWR AVE,60659,District,HS,"9, 10, 11, 12",41.9829725221,-87.7223862154,1(773)534-5180,1,NORTH PARK,39,Margaret Laurino
609745,ISP,SOUTHSIDE HS,POINT (-87.67594676756123 41.75985242841147),7342 S HOYNE AVE,60636,District,HS,"11, 12",41.7598524292,-87.6759467676,1(773)535-9100,11,WEST ENGLEWOOD,17,Latasha R. Thomas
609746,Network 9,KENWOOD HS,POINT (-87.59042088945237 41.803772118508014),5015 S BLACKSTONE AVE,60615,District,HS,"7, 8, 9, 10, 11, 12",41.8037721193,-87.5904208894,1(773)535-1350,9,KENWOOD,4,"William ""Will"" D. Burns"
609748,Network 11,YORK HS,POINT (-87.6952610158806 41.84253334794401),2700 S CALIFORNIA AVE,60608,District,HS,"9, 10, 11, 12",41.8425333488,-87.6952610159,1(773)535-7021,7,SOUTH LAWNDALE,24,Michael D. Chandler
609749,Network 1,NORTHSIDE PREP HS,POINT (-87.70870780077357 41.98131528213096),5501 N KEDZIE AVE,60625,District,HS,"9, 10, 11, 12",41.981315283,-87.7087078008,1(773)534-3954,1,NORTH PARK,40,Patrick O'Connor
609750,Network 6,SIMPSON HS,POINT (-87.6687222293137 41.86436548208224),1321 S PAULINA ST,60608,District,HS,"6, 7, 8, 9, 10, 11, 12",41.8643654829,-87.6687222293,1(773)534-7812,6,NEAR WEST SIDE,28,Jason C. Ervin
609751,Network 9,KING HS,POINT (-87.60387386164147 41.81367545211025),4445 S DREXEL BLVD,60653,District,HS,"9, 10, 11, 12",41.8136754529,-87.6038738616,1(773)535-1180,9,KENWOOD,4,"William ""Will"" D. Burns"
609753,ISP,CHICAGO AGRICULTURE HS,POINT (-87.71776967268775 41.69122074178622),3857 W 111TH ST,60655,District,HS,"9, 10, 11, 12",41.6912207426,-87.7177696727,1(773)535-2500,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
609754,Network 6,CHICAGO MILITARY HS,POINT (-87.61921554223582 41.83055497708962),3519 S GILES AVE,60653,District,HS,"9, 10, 11, 12",41.8305549779,-87.6192155422,1(773)534-9750,9,DOUGLAS,3,Patricia R. Dowell
609755,ISP,YOUNG HS,POINT (-87.6642333434002 41.878602532328486),211 S LAFLIN ST,60607,District,HS,"7, 8, 9, 10, 11, 12",41.8786025331,-87.6642333434,1(773)534-7500,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609756,Network 8,CURIE HS,POINT (-87.72204165467807 41.803060206697396),4959 S ARCHER AVE,60632,District,HS,"9, 10, 11, 12",41.8030602075,-87.7220416547,1(773)535-2100,8,ARCHER HEIGHTS,14,Edward M. Burke
609759,Network 5,CLEMENTE HS,POINT (-87.68690614585311 41.9026257915793),1147 N WESTERN AVE,60622,District,HS,"9, 10, 11, 12",41.9026257924,-87.6869061458,1(773)534-4000,5,WEST TOWN,1,Proco (Joe) Moreno III
609760,Network 6,CARVER MILITARY HS,POINT (-87.59062038515513 41.65628995142258),13100 S DOTY AVE,60627,District,HS,"9, 10, 11, 12",41.6562899522,-87.5906203851,1(773)535-5250,13,RIVERDALE,9,Anthony A. Beale
609761,Network 13,CORLISS HS,POINT (-87.60121587665988 41.70665961641773),821 E 103RD ST,60628,District,HS,"9, 10, 11, 12",41.7066596172,-87.6012158767,1(773)535-5115,13,PULLMAN,9,Anthony A. Beale
609762,Network 13,JULIAN HS,POINT (-87.65374921077066 41.705858935588914),10330 S ELIZABETH ST,60643,District,HS,"9, 10, 11, 12",41.7058589364,-87.6537492108,1(773)535-5170,10,WASHINGTON HEIGHTS,34,Carrie M. Austin
609764,ISP,JUAREZ HS,POINT (-87.66433930958303 41.85267013572381),1450 W CERMAK RD,60608,District,HS,"9, 10, 11, 12",41.8526701365,-87.6643393096,1(773)534-7030,7,LOWER WEST SIDE,25,Daniel S. Solis
609766,Network 1,VAUGHN HS,POINT (-87.76466317336318 41.960363795857305),4355 N LINDER AVE,60641,District,HS,"9, 10, 11, 12",41.9603637967,-87.7646631734,1(773)534-3600,1,PORTAGE PARK,38,Timothy M. Cullerton
609768,Network 11,HOPE HS,POINT (-87.64124410920577 41.793553466470584),5515 S LOWE AVE,60621,District,HS,"9, 10, 11, 12",41.7935534673,-87.6412441092,1(773)535-3160,11,ENGLEWOOD,20,Willie B. Cochran
609769,Network 6,GRAHAM HS,POINT (-87.62531481527424 41.84967541708467),2347 S WABASH AVE,60616,District,HS,"9, 10, 11, 12",41.8496754179,-87.6253148153,1(773)534-9257,6,NEAR SOUTH SIDE,3,Patricia R. Dowell
609772,ISP,ADDAMS,POINT (-87.53297604181783 41.69873879907316),10810 S AVENUE H,60617,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6987387999,-87.5329760418,1(773)535-6210,13,EAST SIDE,10,Susie Sadlowski Garza
609773,ISP,AGASSIZ,POINT (-87.65622866744738 41.93412629749406),2851 N SEMINARY AVE,60657,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9341262983,-87.6562286674,1(773)534-5725,4,LAKE VIEW,44,Thomas Tunney
609777,Network 6,ARMOUR,POINT (-87.65065315649788 41.83385390882868),950 W 33RD PL,60608,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8338539096,-87.6506531565,1(773)535-4530,6,BRIDGEPORT,11,James A. Balcer
609779,Network 2,ARMSTRONG G,POINT (-87.6844418273605 42.01014998373587),2110 W GREENLEAF AVE,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0101499846,-87.6844418274,1(773)534-2150,2,WEST RIDGE,50,Debra L. Silverstein
609780,ISP,MARINE LEADERSHIP AT AMES HS,POINT (-87.72174231678147 41.91604463306548),1920 N HAMLIN AVE,60647,District,HS,"7, 8, 9, 10, 11, 12",41.9160446339,-87.7217423168,1(773)534-4970,4,LOGAN SQUARE,26,Roberto Maldonado
609782,Network 4,AUDUBON,POINT (-87.68104105313787 41.94506222430422),3500 N HOYNE AVE,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9450622251,-87.6810410531,1(773)534-5470,4,NORTH CENTER,47,Ameya Pawar
609783,Network 11,JEFFERSON HS,POINT (-87.68041755457105 41.867832284629486),1100 S HAMILTON AVE,60612,District,HS,"6, 7, 8, 9, 10, 11, 12",41.8678322854,-87.6804175546,1(312)433-7110,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
609786,Network 12,AVALON PARK,POINT (-87.59165381085134 41.74824699397219),8045 S KENWOOD AVE,60619,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7482469948,-87.5916538108,1(773)535-6615,12,AVALON PARK,8,Michelle A. Harris
609788,Network 10,BARNARD,POINT (-87.65807422406259 41.705131011309035),10354 S CHARLES ST,60643,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7051310121,-87.6580742241,1(773)535-2625,10,BEVERLY,19,Matthew J. O'Shea
609789,ISP,BARRY,POINT (-87.73938835103296 41.93251058278424),2828 N KILBOURN AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9325105836,-87.739388351,1(773)534-3455,4,HERMOSA,31,Ray Suarez
609790,Network 11,BARTON,POINT (-87.67092712872531 41.75419384978611),7650 S WOLCOTT AVE,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7541938506,-87.6709271287,1(773)535-3260,11,AUBURN GRESHAM,17,Latasha R. Thomas
609791,Network 11,BASS,POINT (-87.65353242019691 41.77424645004429),1140 W 66TH ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7742464508,-87.6535324202,1(773)535-3275,11,ENGLEWOOD,16,JoAnn Thompson
609792,Network 1,BATEMAN,POINT (-87.70215096179008 41.95821983888024),4220 N RICHMOND ST,60618,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9582198397,-87.7021509618,1(773)534-5055,1,IRVING PARK,33,Deborah Mell
609793,Network 11,NICHOLSON,POINT (-87.64745284245632 41.78494237979363),6006 S PEORIA ST,60621,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7849423806,-87.6474528424,1(773)535-3285,11,ENGLEWOOD,16,JoAnn Thompson
609794,Network 1,EDISON,POINT (-87.70930366577336 41.97150609649997),4929 N SAWYER AVE,60625,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9715060973,-87.7093036658,1(773)534-0540,1,ALBANY PARK,33,Deborah Mell
609795,Network 3,CLARK ES,POINT (-87.77041752738367 41.867812567517284),1045 S MONITOR AVE,60644,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8678125683,-87.7704175274,1(773)534-6225,3,AUSTIN,29,Chris Taliaferro
609796,Network 1,BEAUBIEN,POINT (-87.75756503918218 41.97239394466906),5025 N LARAMIE AVE,60630,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9723939455,-87.7575650392,1(773)534-3500,1,JEFFERSON PARK,45,John Arena
609797,Network 5,BEIDLER,POINT (-87.70585481200737 41.885321039474746),3151 W WALNUT ST,60612,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8853210403,-87.705854812,1(773)534-6811,5,EAST GARFIELD PARK,27,"Walter Burnett, Jr."
609798,Network 1,BELDING,POINT (-87.73401972967199 41.95893849363402),4257 N TRIPP AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9589384945,-87.7340197297,1(773)534-3590,1,IRVING PARK,39,Margaret Laurino
609799,Network 4,BELL,POINT (-87.68601824433433 41.9495297982333),3730 N OAKLEY AVE,60618,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9495297991,-87.6860182443,1(773)534-5150,4,NORTH CENTER,47,Ameya Pawar
609800,Network 13,BENNETT,POINT (-87.61739045570121 41.71043494844108),10115 S PRAIRIE AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7104349492,-87.6173904557,1(773)535-5460,13,ROSELAND,9,Anthony A. Beale
609803,Network 4,BLAINE,POINT (-87.66496784467402 41.95078051805864),1420 W GRACE ST,60613,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9507805189,-87.6649678447,1(773)534-5750,4,LAKE VIEW,44,Thomas Tunney
609804,Network 2,BOONE,POINT (-87.69746282205826 42.00341160727272),6710 N WASHTENAW AVE,60645,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0034116081,-87.697462822,1(773)534-2160,2,WEST RIDGE,50,Debra L. Silverstein
609805,Network 11,JOPLIN,POINT (-87.66936564961709 41.74933916080359),7931 S HONORE ST,60620,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7493391616,-87.6693656496,1(773)535-3425,11,AUBURN GRESHAM,17,Latasha R. Thomas
609806,AUSL,BRADWELL,POINT (-87.5571419710349 41.754365131246374),7736 S BURNHAM AVE,60649,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.754365132,-87.557141971,1(773)535-6600,12,SOUTH SHORE,7,Gregory Mitchell
609807,Network 10,HAMPTON,POINT (-87.70873128447809 41.75345719265228),3434 W 77TH ST,60652,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7534571934,-87.7087312845,1(773)535-4030,10,ASHBURN,18,Lona Lane
609808,Network 13,HALEY,POINT (-87.63363213619498 41.686659969507105),11411 S EGGLESTON AVE,60628,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6866599703,-87.6336321362,1(773)535-5340,13,ROSELAND,34,Carrie M. Austin
609809,Network 4,BRENTANO,POINT (-87.69629419836866 41.9309660958041),2723 N FAIRFIELD AVE,60647,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9309660966,-87.6962941984,1(773)534-4100,4,LOGAN SQUARE,32,Scott Waguespack
